ORTHO,PHON
alimentant,alim@t@
alimentation,alim@tasj%
alimente,alim@t
alimenté,alim@te
alimentées,alim@te
alimenter,alim@te
alimentés,alim@te
aliments,alim@
aline,alin
alité,alite
alizés,alize
alla,ala
allah,ala
allai,alE
allaient,alE
allais,alE
allait,alE
allaitait,alEtE
allaite,alEt
allaité,alete
allaitent,alEt
allaiter,alete
allâmes,alam
allant,al@
allant,al@
allant,al@
allât,ala
allé,ale
alléchant,aleS@
alléchants,aleS@
alléché,aleSe
allée,ale
allée,ale
allées,ale
allées,ale
allège,alEZ
allégement,alEZm@
alléger,aleZe
allégerait,aleZRE
allégoriques,alegoRik
allègrement,alEgR*m@
allégresse,alegREs
allégro,alegRO
allemagne,almaN
allemand,alm@
allemand,alm@
allemande,alm@d
allemands,alm@
allemands,alm@
aller,ale
aller,ale
allèrent,alER
allergie,alERZi
allergies,alERZi
allés,ale
allez,ale
alliage,aljaZ
alliance,alj@s
allié,alje
alliées,alje
allier,alje
alliés,alje
alliés,alje
alliez,alje
alligator,aligatoR
alligators,aligatoR
allions,alj%
allitération,aliteRasj%
allitérations,aliteRasj%
allocations,alokasj%
allonge,al%Z
allonge,al%Z
allongé,al%Ze
allongé,al%Ze
allongea,al%Za
allongeai,al%ZE
allongeaient,al%ZE
allongeait,al%ZE
allongeant,al%Z@
allongée,al%Ze
allongée,al%Ze
allongées,al%Ze
allongées,al%Ze
allongent,al%Z
allonger,al%Ze
allongera,al%ZRa
allongèrent,al%ZER
allongés,al%Ze
allongés,al%Ze
allongez,al%Ze
allons,al%
alluma,alyma
allumage,alymaZ
allumai,alymE
allumaient,alymE
allumait,alymE
allumant,alym@
allume,alym
allumé,alyme
allumé,alyme
allumé,alyme
allumée,alyme
allumée,alyme
allumée,alyme
allumées,alyme
allumées,alyme
allument,alym
allumer,alyme
allumera,alymRa
allumèrent,alymER
allumerez,alymRe
allumes,alym
allumés,alyme
allumés,alyme
allumette,alymEt
allumettes,alymEt
allumez,alyme
allumons,alym%
allure,alyR
allures,alyR
allusion,alyzj%
alluvial,alyvjal
alluvions,alyvj%
almanach,almana
almanachs,almanak
alors,aloR
alose,alOz
alouette,alwEt
alouettes,alwEt
alourdie,aluRdi
alourdir,aluRdiR
alourdis,aluRdi
alourdissait,aluRdisE
alourdissent,aluRdis
alourdit,aluRdi
alpage,alpaZ
alpages,alpaZ
alpe,alp*
alpes,alp*
alpha,alfa
alpha,alfa
alphabet,alfabE
alphabète,alfabEt
alphabétique,alfabetik
alphabétiquement,alfabetikm@
alphabétisation,alfabetizasj%
alphabétiser,alfabetize
alphabets,alfabE
alphonse,alf%s
alpilles,alpij
alpin,alp5
alpine,alpin
alpines,alpin
alpinisme,alpinism*
alpiniste,alpinist*
alpinistes,alpinist*
alpins,alp5
alsace,alzas
alsace,alzas
alsacien,alzasj5
alsacienne,alzasjEn
alsacienne,alzasjEn
alsaciens,alzasj5
alternance,altERn@s
alternant,altERn@
alternative,altERnativ
alternativement,altERnativm@
alterné,altERne
alternée,altERne
alternées,altERne
alternent,altERn*
alterner,altERne
alterneront,altERn*R%
altesse,altEs
altière,altjER
altières,altjER
altimètre,altimEtR*
altimètres,altimEtR*
altiport,altipoR
altitude,altityd
alto,altO
altocumulus,altOkymylys
altostratus,altOstRatys
aluminium,alyminjom
alunir,alyniR
alunissage,alynisaZ
alvéoles,alveol
amabilité,amabilite
amabilités,amabilite
amador,amadoR
amadou,amadu
amaigri,amegRi
amalgame,amalgam
amanda,am@da
amande,am@d
amandes,am@d
amandier,am@dje
amandiers,am@dje
amandine,am@din
amandines,am@din
amanite,amanit
amanites,amanit
amants,am@
amarra,amaRa
amarrage,amaRaZ
amarraient,amaRE
amarre,amaR
amarré,amaRe
amarrée,amaRe
amarrer,amaRe
amarrèrent,amaRER
amarres,amaR
amarrés,amaRe
amaryllis,amaRilis
amas,amA
amassa,amAsa
amassaient,amAsE
amassait,amAsE
amassée,amAse
amassées,amAse
amassent,amAs
amasser,amAse
amassés,amAse
amateur,amat9R
amateur,amat9R
amateurs,amat9R
amazone,amazOn
amazone,amazOn
amazonie,amazoni
ambassade,@basad
ambassades,@basad
ambassadeur,@basad9R
ambassadeurs,@basad9R
ambiance,@bj@s
ambiances,@bj@s
ambidextre,@bidEkstR*
ambidextre,@bidEkstR*
ambigu,@bigy
ambiguë,@bigy
ambigus,@bigy
ambitieuse,@bisj2z
ambitieuse,@bisj2z
ambitieuses,@bitj2z
ambitieux,@bisj2
ambitieux,@bisj2
ambition,@bisj%
ambitionne,@bisjon
ambitions,@bisj%
ambre,@bR*
ambrée,@bRe
ambroise,@bRwaz
ambroisie,@bRwazi
ambulance,@byl@s
ambulances,@byl@s
ambulant,@byl@
ambulant,@byl@
ambulante,@byl@t
ambulantes,@byl@t
ambulants,@byl@
âme,Am
amédée,amede
amélie,ameli
améliorait,ameljoRE
amélioration,ameljoRasj%
améliorations,ameljoRasj%
améliore,ameljoR
amélioré,ameljoRe
améliorée,ameljoRe
améliorent,ameljoR
améliorer,ameljoRe
amélioreraient,ameljoRRE
amen,amEn
amena,amna
aménagé,amenaZe
aménagée,amenaZe
aménagées,amenaZe
aménagement,amenaZm@
aménagements,amenaZm@
aménagent,amenaZ
aménager,amenaZe
aménagés,amenaZe
amenaient,amnE
amenait,amnE
amenant,amn@
amende,am@d
amende,am@d
amendes,am@d
amène,amEn
amène,amEn
amené,amne
amenée,amne
amener,amne
amènerait,amEnRE
amèneras,amEnRa
amenèrent,amnER
amenés,amne
amenez,amne
amenons,amn%
amenuisait,am*n8izE
amenuise,am*n8iz
amenuisé,am*n8ize
amenuiser,am*n8ize
amer,amER
amère,amER
amèrement,amERm@
amères,amER
américain,ameRik5
américain,ameRik5
américaine,ameRikEn
américaine,ameRikEn
américaines,ameRikEn
américains,ameRik5
américains,ameRik5
amérique,ameRik
amérique,ameRik
amers,amER
amertume,amERtym
âmes,Am
améthyste,ametist*
améthystes,ametist*
ameublement,am9bl*m@
ameutant,am2t@
ameuter,am2te
ami,ami
ami,ami
amiable,amjabl*
amiante,amj@t
amibe,amib
amical,amikal
amicale,amikal
amicalement,amikalm@
amicales,amikal
amicaux,amikO
amides,amid
amidon,amid%
amie,ami
amie,ami
amiens,amj5
amies,ami
amies,ami
aminata,aminata
amincir,am5siR
amiral,amiRal
amiral,amiRal
amiraux,amiRO
amis,ami
amis,ami
amitié,amitje
amitiés,amitje
ammoniaque,amonjak
ammonium,amonjom
amolli,amoli
amollis,amoli
amollissait,amolisE
amollit,amoli
amoncela,am%sla
amoncelaient,am%slE
amoncelait,am%slE
amoncelée,am%sle
amoncelées,am%sle
amoncelèrent,am%slER
amoncelés,am%sle
amoncelle,am%sEl
amoncellements,am%sElm@
amoncellent,am%sEl
amont,am%
amont,am%
amorce,amoRs*
amorcé,amoRse
amorcer,amoRse
amortie,amoRti
amortir,amoRtiR
amortisseurs,amoRtis9R
amortit,amoRti
amos,amOs
amour,amuR
amour,amuR
amourache,amuRaS
amoureuse,amuR2z
amoureusement,amuR2zm@
amoureux,amuR2
amoureux,amuR2
amours,amuR
amovible,amovibl*
ampères,@pER
amphibie,@fibi
amphithéâtre,@fiteAtR*
ample,@pl*
amplement,@pl*m@
amples,@pl*
ampleur,@pl9R
amplifia,@plifja
amplifiait,@plifjE
amplifie,@plifi
amplifiée,@plifje
amplifier,@plifje
amplifies,@plifi
amplifiés,@plifje
ampoule,@pul
ampoules,@pul
amputation,@pytasj%
amputé,@pyte
amsterdam,amstERdam
amstrong,amstR%g
amure,amyR
amusa,amyza
amusaient,amyzE
amusais,amyzE
amusait,amyzE
amusant,amyz@
amusant,amyz@
amusante,amyz@t
amusantes,amyz@t
amusants,amyz@
amusassent,amyzas
amuse,amyz
amusé,amyze
amusée,amyze
amusées,amyze
amusement,amyzm@
amusent,amyz
amuser,amyze
amuserais,amyzRE
amusèrent,amyzER
amuseront,amyzR%
amuses,amyz
amusés,amyze
amuseur,amyz9R
amusez,amyze
amusons,amyz%
an,@
anachroniques,anakRonik
anagramme,anagRam
anagrammes,anagRam
analogies,analoZi
analogue,analog
analphabète,analfabEt
analphabète,analfabEt
analphabètes,analfabEt
analphabètes,analfabEt
analphabétisme,analfabetism*
analysa,analiza
analysaient,analizE
analyse,analiz
analyse,analiz
analysé,analize
analyser,analize
analyses,analiz
analysez,analize
ananas,anana
anarchistes,anaRSist*
anarchistes,anaRSist*
anatole,anatol
anatomie,anatomi
anatomiques,anatomik
ancestral,@sEstRal
ancêtre,@sEtR*
ancêtres,@sEtR*
anche,@S
anchois,@Swa
ancien,@sj5
ancien,@sj5
ancienne,@sjEn
ancienne,@sjEn
anciennement,@sjEnm@
anciennes,@sjEn
anciennes,@sjEn
ancienneté,@sjEnte
anciens,@sj5
anciens,@sj5
ancolie,@koli
ancre,@kR*
ancré,@kRe
ancres,@kR*
andalous,@dalu
andersen,@dERsEn
andes,@d
andouille,@duj
andouillette,@dujEt
andouillettes,@dujEt
andré,@dRe
andrée,@dRe
andrew,@dRu
andy,@di
âne,An
anéanti,ane@ti
anéantie,ane@ti
anéantir,ane@tiR
anéantira,ane@tiRa
anéantit,ane@ti
anecdote,anEkdot
anecdotes,anEkdot
anecdotique,anEkdotik
ânées,Ane
anémomètre,anemomEtR*
anémone,anemon
anémones,anemon
âneries,AnRi
ânes,An
ânesse,AnEs
anesthésique,anEstezik
anesthésiste,anEstezist*
ange,@Z
angélique,@Zelik
angélique,@Zelik
angelo,@dZelO
angers,@Ze
anges,@Z
angine,@Zin
angines,@Zin
angkor,@koR
anglais,@glE
anglais,@glE
anglaise,@glEz
anglaise,@glEz
anglaises,@glEz
anglaises,@glEz
angle,@gl*
angles,@gl*
angleterre,@gl*tER
anglican,@glik@
angoissante,@gwas@t
angoissants,@gwas@
angoisse,@gwas
angoissé,@gwase
angoissé,@gwase
angoissé,@gwase
angoisses,@gwas
angoissés,@gwase
angoissés,@gwase
angoissés,@gwase
angora,@goRa
angora,@goRa
angoulême,@gulEm
anguille,@gij
anguilles,@gij
anguleuses,@gyl2z
anima,anima
animai,animE
animait,animE
animal,animal
animal,animal
animale,animal
animales,animal
animalier,animalje
animalier,animalje
animalité,animalite
animant,anim@
animateur,animat9R
animateurs,animat9R
animation,animasj%
animations,animasj%
animatrice,animatRis
animaux,animO
animaux,animO
anime,anim
animé,anime
animé,anime
animée,anime
animée,anime
animées,anime
animées,anime
animent,anim
animer,anime
animerai,animRE
animeras,animRa
animés,anime
animés,anime
anis,anis
anisette,anizEt
anjou,@Zu
ankylosée,@kilOze
ankylosée,@kilOze
anna,ana
annamites,anamit
anne,an
anneau,anO
anneaux,anO
annecy,ansi
année,ane
années,ane
annelée,anle
annette,anEt
annexe,anEks*
annexe,anEks*
annie,ani
anniversaire,anivERsER
anniversaire,anivERsER
anniversaires,anivERsER
annonça,an%sa
annonçai,an%sE
annonçaient,an%sE
annonçait,an%sE
annonçant,an%s@
annonce,an%s
annonce,an%s
annoncé,an%se
annoncée,an%se
annoncent,an%s
annoncer,an%se
annonceraient,an%sRE
annonceras,an%sRa
annoncèrent,an%sER
annoncerons,an%sR%
annonces,an%s
annonces,an%s
annonceurs,an%s9R
annoncez,an%se
annotées,anote
annuaire,an8ER
annuaires,an8ER
annuel,an8El
annuelle,an8El
annuelles,an8El
annuels,an8El
annulaire,anylER
annulation,anylasj%
annulé,anyle
annulées,anyle
annulés,anyle
anobli,anobli
anomalie,anomali
anomalies,anomali
ânon,An%
ânonne,Anon
anonyme,anonim
anonyme,anonim
anonymes,anonim
anorak,anoRak
anoraks,anoRak
anormal,anoRmal
anormale,anoRmal
ans,@
anse,@s
antagonistes,@tagonist*
antan,@t@
antarctique,@taRktik
antarctique,@taRktik
antarctiques,@taRtik
antécédent,@tesed@
antécédent,@tesed@
antenne,@tEn
antennes,@tEn
antérieur,@teRj9R
antérieure,@teRj9R
antérieures,@teRj9R
antérieurs,@teRj9R
antériorité,@teRjoRite
anthologies,@toloZi
anthracite,@tRasit
anthropophage,@tRopofaZ
anthropophages,@tRopofaZ
antibes,@tib
antibiotique,@tibjotik
antibiotiques,@tibjotik
antibruit,@tibR8i
antichambre,@tiS@bR*
anticipation,@tisipasj%
anticiper,@tisipe
anticyclone,@tisiklOn
anticycloniques,@tisiklOnik
antidérapant,@tideRap@
antidrogues,@tidRog
antiflèche,@tiflES
antigel,@tiZEl
antigel,@tiZEl
antigravitationnelle,@tigRavitasjonEl
antigrippe,@tigRip
antillais,@tijE
antilles,@tij
antilope,@tilop
antilopes,@tilop
antimite,@timit
antinévralgique,@tinevRalZik
antiparasite,@tipaRazit
antipathique,@tipatik
antipoison,@tipwaz%
antipollution,@tipolysj%
antiquaire,@tikER
antique,@tik
antique,@tik
antiques,@tik
antiquité,@tikite
antiquités,@tikite
antirabique,@tiRabik
antirides,@tiRid
antirouille,@tiRuj
antirouille,@tiRuj
antiseptiques,@tisEptik
antiseptiques,@tisEptik
antitabac,@titaba
antivol,@tivol
antivol,@tivol
antoine,@twan
antonin,@ton5
antonyme,@tonim
antre,@tR*
anvers,@vER
anxiété,@ksjete
anxieusement,@ksj2zm@
anxieux,@ksj2
anxieux,@ksj2
août,u
apache,apaS
apaches,apaS
apaisa,apEza
apaisaient,apEzE
apaisant,apEz@
apaisante,apEz@t
apaise,apEz
apaisé,apeze
apaisée,apeze
apaisement,apEzm@
apaisent,apEz
apaiser,apeze
apaisèrent,apEzER
apaisés,apeze
apercevaient,apERs*vE
apercevais,apERs*vE
apercevait,apERs*vE
apercevant,apERs*v@
apercevez,apERs*ve
apercevions,apERs*vj%
apercevoir,apERs*vwaR
apercevons,apERs*v%
apercevra,apERs*vRa
apercevrait,apERs*vRE
aperçois,apERswa
aperçoit,apERswa
aperçoive,apERswav
aperçoivent,apERswav
aperçoives,apERswav
aperçu,apERsy
aperçue,apERsy
aperçues,apERsy
aperçûmes,apERsym
aperçurent,apERsyR
aperçus,apERsy
aperçus,apERsy
aperçut,apERsy
aperçût,apERsy
apéritif,apeRitif
apéritifs,apeRitif
apéritifs,apeRitif
apéro,apeRO
apesanteur,ap*z@t9R
apeuré,ap9Re
apeuré,ap9Re
apeurée,ap9Re
apeurer,ap9Re
apeurés,ap9Re
apeurés,ap9Re
aphte,aft*
aphtes,aft*
api,api
apiculteur,apikylt9R
apiculture,apikyltyR
apitoierait,apitwaRE
apitoyé,apitwaje
apitoyer,apitwaje
aplanir,aplaniR
aplati,aplati
aplati,aplati
aplatie,aplati
aplatir,aplatiR
aplatirent,aplatiR
aplatis,aplati
aplatis,aplati
aplatissait,aplatisE
aplatissant,aplatis@
aplatissent,aplatis
aplatissez,aplatise
aplatit,aplati
aplomb,apl%
apocalypse,apokalips*
apollinaire,apolinER
apollo,apolo
apostrophe,apostRof
apostropher,apostRofe
apostrophes,apostRof
apothéoses,apoteOz
apothicaire,apotikER
apparaissaient,apaREsE
apparaissait,apaREsE
apparaissant,apaREs@
apparaissant,apaREs@
apparaisse,apaREs
apparaissent,apaREs
apparaît,apaRE
apparaîtra,apaREtRa
apparaîtrai,apaREtRE
apparaîtrait,apaREtRE
apparaître,apaREtR*
apparaîtront,apaREtR%
apparat,apaRa
apparats,apaRa
appareil,apaREj
appareilla,apaREja
appareillage,apaREjaZ
appareille,apaREj
appareiller,apaReje
appareils,apaREj
apparemment,apaRam@
apparence,apaR@s
apparences,apaR@s
apparent,apaR@
apparente,apaR@t
apparentent,apaR@t
apparentés,apaR@te
apparents,apaR@
apparition,apaRisj%
appartement,apaRt*m@
appartements,apaRt*m@
appartenaient,apaRt*nE
appartenais,apaRt*nE
appartenait,apaRt*nE
appartenance,apaRt*n@s
appartenant,apaRt*n@
appartenant,apaRt*n@
appartenez,apaRt*ne
apparteniez,apaRt*nje
appartenir,apaRt*niR
appartenu,apaRt*ny
appartiendrait,apaRtj5dRE
appartiendront,apaRtj5dR%
appartiennent,apaRtjEn
appartiens,apaRtj5
appartient,apaRtj5
apparu,apaRy
apparue,apaRy
apparues,apaRy
apparurent,apaRyR
apparus,apaRy
apparut,apaRy
appât,apA
appâts,apa
appauvrir,apOvRiR
appel,apEl
appela,apla
appelai,aplE
appelaient,aplE
appelais,aplE
appelait,aplE
appelant,apl@
appelant,apl@
appelant,apl@
appelé,aple
appelé,aple
appelée,aple
appelées,aple
appeler,aple
appelèrent,aplER
appelés,aple
appelés,aple
appelez,aple
appelions,ap*lj%
appelle,apEl
appellent,apEl
appellera,apElRa
appellerai,apElRE
appellerais,apElRE
appellerait,apElRE
appelleras,apElRa
appellerez,apElRe
appelleriez,apElRje
appellerons,apElR%
appelles,apEl
appelons,apl%
appels,apEl
appendice,ap5dis
appendicite,ap5disit
appentis,ap@ti
appesantir,ap*z@tiR
appétissant,apetis@
appétissante,apetis@t
appétissantes,apetis@t
appétissants,apetis@
appétit,apeti
applaudi,aplOdi
applaudie,aplOdi
applaudimètre,aplOdimEtR*
applaudir,aplOdiR
applaudira,aplOdiRa
applaudirent,aplOdiR
applaudirez,aplOdiRe
applaudirons,aplOdiR%
applaudiront,aplOdiR%
applaudis,aplOdi
applaudissaient,aplOdisE
applaudissait,aplOdisE
applaudissant,aplOdis@
applaudisse,aplOdis
applaudissements,aplOdism@
applaudissent,aplOdis
applaudissez,aplOdise
applaudissons,aplOdis%
applaudit,aplOdi
application,aplikasj%
applications,aplikasj%
appliqua,aplika
appliquai,aplikE
appliquait,aplikE
appliquant,aplik@
applique,aplik
appliqué,aplike
appliqué,aplike
appliquée,aplike
appliquée,aplike
appliquées,aplike
appliquent,aplik
appliquer,aplike
appliquera,aplikRa
appliquerais,aplikRE
appliques,aplik
appliquez,aplike
appoggiature,apoZjatyR
appoint,apw5
appontement,ap%tm@
apport,apoR
apporta,apoRta
apportai,apoRtE
apportaient,apoRtE
apportait,apoRtE
apportant,apoRt@
apporte,apoRt*
apporté,apoRte
apportée,apoRte
apportées,apoRte
apportent,apoRt*
apporter,apoRte
apportera,apoRtRa
apporterai,apoRtRE
apporteraient,apoRtRE
apporterait,apoRtRE
apportèrent,apoRtER
apportes,apoRt*
apportés,apoRte
apportez,apoRte
apportiez,apoRtje
apportions,apoRtj%
apportons,apoRt%
apposé,apOze
apposition,apOzisj%
apprécia,apResja
appréciable,apResjabl*
appréciait,apResjE
appréciation,apResjasj%
apprécie,apResi
apprécié,apResje
appréciée,apResje
apprécier,apResje
apprécierait,apResiRE
appréciés,apResje
appréciiez,apResije
apprécions,apResj%
appréhendé,apRe@de
appréhenderait,apRe@dRE
appréhension,apRe@sj%
apprenaient,apR*nE
apprenait,apR*nE
apprenant,apR*n@
apprend,apR@
apprendra,apR@dRa
apprendrai,apR@dRE
apprendrait,apR@dRE
apprendras,apR@dRa
apprendre,apR@dR*
apprendrez,apR@dRe
apprendront,apR@dR%
apprends,apR@
apprenez,apR*ne
apprenions,apR*nj%
apprenne,apREn
apprennent,apREn
apprennes,apREn
apprenons,apR*n%
apprenti,apR@ti
apprentis,apR@ti
apprentissage,apR@tisaZ
apprêt,apRE
apprêta,apREta
apprêtaient,apREtE
apprêtais,apREtE
apprêtait,apREtE
apprête,apREt
apprêtent,apREt
apprêter,apRete
apprêtions,apREtj%
apprêtons,apREt%
apprêts,apRE
apprirent,apRiR
appris,apRi
appris,apRi
apprise,apRiz
apprise,apRiz
apprises,apRiz
apprit,apRi
apprît,apRi
apprivoisait,apRivwazE
apprivoise,apRivwaz
apprivoisé,apRivwaze
apprivoisée,apRivwaze
apprivoisées,apRivwaze
apprivoiser,apRivwaze
apprivoises,apRivwaz
apprivoisés,apRivwaze
approbation,apRobasj%
approbations,apRobasj%
approbative,apRobativ
approcha,apRoSa
approchai,apRoSE
approchaient,apRoSE
approchais,apRoSE
approchait,apRoSE
approchâmes,apRoSam
approchant,apRoS@
approchât,apRoSa
approche,apRoS
approche,apRoS
approché,apRoSe
approchée,apRoSe
approchent,apRoS
approcher,apRoSe
approcherai,apRoSRE
approcherait,apRoSRE
approcheras,apRoSRa
approchèrent,apRoSER
approches,apRoS
approches,apRoS
approchés,apRoSe
approchez,apRoSe
approchiez,apRoSje
approchions,apRoSj%
approchons,apRoS%
approfondir,apRof%diR
approfondissait,apRof%disE
approfondit,apRof%di
approprié,apRopRije
approprier,apRopRije
approuva,apRuva
approuvaient,apRuvE
approuvait,apRuvE
approuve,apRuv
approuvé,apRuve
approuvé,apRuve
approuvent,apRuv
approuver,apRuve
approvisionnement,apRovizjonm@
approvisionnent,apRovizjon
approvisionner,apRovizjone
approximative,apRoksimativ
approximativement,apRoksimativm@
appui,ap8i
appuie,ap8i
appuient,ap8i
appuies,ap8i
appuis,ap8i
appuya,ap8ija
appuyai,ap8ijE
appuyaient,ap8ijE
appuyait,ap8ijE
appuyant,ap8ij@
appuyé,ap8ije
appuyé,ap8ije
appuyée,ap8ije
appuyée,ap8ije
appuyées,ap8ije
appuyées,ap8ije
appuyer,ap8ije
appuyés,ap8ije
appuyez,ap8ije
âpre,ApR*
âpres,ApR*
après,apRE
après,apRE
apte,apt*
aptes,apt*
aptitude,aptityd
aptitudes,aptityd
aquarelle,akwaREl
aquarelles,akwaREl
aquarelliste,akwaRelist*
aquariophile,akwaRjofil
aquariophiles,akwaRjofil
aquarium,akwaRjom
aquariums,akwaRjom
aquatique,akwatik
aquatiques,akwatik
aqueduc,akdyk
aquilin,akil5
aquitaine,akitEn
ara,aRa
arabe,aRab
arabe,aRab
arabelle,aRabEl
arabes,aRab
arabes,aRab
arabesques,aRabEsk*
arabie,aRabi
arables,aRabl*
arachide,aRaSid
arachides,aRaSid
araignée,aRENe
araignées,aRENe
araire,aRER
aras,aRa
arbalète,aRbalEt
arbitre,aRbitR*
arbitre,aRbitR*
arbora,aRboRa
arboraient,aRboRE
arborait,aRboRE
arborant,aRboR@
arbore,aRboR
arborent,aRboR
arborer,aRboRe
arboricole,aRboRikol
arboriculteurs,aRboRikylt9R
arboriculture,aRboRikyltyR
arbre,aRbR*
arbres,aRbR*
arbrisseau,aRbRisO
arbrisseaux,aRbRisO
arbuste,aRbyst*
arbustes,aRbyst*
arbustive,aRbystiv
arc,aRk
arc,aRk
arcachon,aRkaS%
arcade,aRkad
arceau,aRsO
arceaux,aRsO
archaïques,aRkaik
arche,aRS*
archéologie,aRkeoloZi
archéologique,aRkeoloZik
archéologiques,aRkeoloZik
archer,aRSe
archers,aRSe
arches,aRS*
archet,aRSE
archimède,aRSimEd
archipel,aRSipEl
archipels,aRSipEl
architecte,aRSitEkt*
architectes,aRSitEkt*
architecture,aRSitEktyR
archives,aRSiv
arçon,aRs%
arcs,aRk
arctique,aRktik
arctique,aRktik
ardèche,aRdES
ardemment,aRdam@
ardennaises,aRd*nEz
ardent,aRd@
ardente,aRd@t
ardents,aRd@
ardeur,aRd9R
ardoise,aRdwaz
ardoise,aRdwaz
ardoises,aRdwaz
ardu,aRdy
are,aR
arène,aREn
arènes,aREn
arête,aREt
arêtes,aREt
argan,aRg@
argent,aRZ@
argent,aRZ@
argenté,aRZ@te
argentée,aRZ@te
argentées,aRZ@te
argenterie,aRZ@tRi
argentés,aRZ@te
argenteuil,aRz@t9j
argentin,aRZ@t5
argentin,aRZ@t5
argentine,aRZ@tin
argentins,aRZ@t5
argile,aRZil
argileuse,aRZil2z
argileux,aRZil2
argonaute,aRgOnOt
argonautes,aRgOnOt
argone,aRgon
argot,aRgO
argument,aRgym@
arguments,aRgym@
ariane,aRjan
aride,aRid
arides,aRid
aristide,aRistid
aristochats,aRistoSa
aristocratiques,aRistokRatik
aristoloche,aRistoloS
arithmétique,aRitmetik
arithmétiques,aRitmetik
arlequin,aRl*k5
arlequin,aRl*k5
arlequins,aRl*k5
arles,aRl*
arma,aRma
armand,aRm@
armateur,aRmat9R
armateurs,aRmat9R
armature,aRmatyR
arme,aRm*
arme,aRm*
armé,aRme
armé,aRme
armée,aRme
armée,aRme
armée,aRme
armées,aRme
armées,aRme
armées,aRme
armement,aRm*m@
arment,aRm*
armer,aRme
armeras,aRm*Ra
armèrent,aRmER
armes,aRm*
armés,aRme
armés,aRme
armistice,aRmistis
armoire,aRmwaR
armoires,aRmwaR
armoiries,aRmwaRi
armorique,aRmoRik
armstrong,aRmstR%g
armure,aRmyR
armures,aRmyR
armurier,aRmyRje
arnaud,aRnO
arnica,aRnika
aromates,aRomat
aromatique,aRomatik
aromatiques,aRomatik
aromatisé,aRomatize
arôme,aROm
arômes,aROm
arpentaient,aRp@tE
arpentait,aRp@tE
arqua,aRka
arque,aRk*
arqué,aRke
arquebuse,aRk*byz
arquebusiers,aRk*byzje
arquée,aRke
arquée,aRke
arquent,aRk*
arquer,aRke
arracha,aRaSa
arrachai,aRaSE
arrachaient,aRaSE
arrachait,aRaSE
arrachant,aRaS@
arrache,aRaS
arraché,aRaSe
arraché,aRaSe
arraché,aRaSe
arrachée,aRaSe
arrachée,aRaSe
arrachées,aRaSe
arrachées,aRaSe
arrachent,aRaS
arracher,aRaSe
arrachera,aRaSRa
arracherons,aRaSR%
arraches,aRaS
arrachés,aRaSe
arrachés,aRaSe
arracheurs,aRaS9R
arrachez,aRaSe
arrange,aR@Z
arrangé,aR@Ze
arrangea,aR@Za
arrangeaient,aR@ZE
arrangeait,aR@ZE
arrangeant,aR@Z@
arrangée,aR@Ze
arrangées,aR@Ze
arrangement,aR@Zm@
arrangements,aR@Zm@
arrangent,aR@Z
arranger,aR@Ze
arrangera,aR@ZRa
arrangerai,aR@ZRE
arrangerait,aR@ZRE
arrestation,aREstasj%
arrêt,aRE
arrêta,aREta
arrêtai,aREtE
arrêtaient,aREtE
arrêtais,aREtE
arrêtait,aREtE
arrêtâmes,aREtam
