ORTHO,PHON
afastando,afastɐ̃du
afastar,afastaɾ
afastara,afastaɾa
afastaram,afastaɾɐ̃w
afastassem,afastasẽ
afastava,afastava
afastavam,afastavɐ̃w
afaste,afastʃi
afastei,afastej
afastou,afasto
afável,afaviw
afazeres,afazeɾis
afeição,afejsɐ̃w
afeiçoa,afejsoa
aferrados,afehadus
afeta,afɛta
afetar,afetaɾ
afetividade,afetʃividadʒi
afeto,afɛtu
afetuosa,afetuɔza
afetuoso,afetuozu
afia,afia
afiação,afiasɐ̃w
afiada,afiada
afiadas,afiadas
afiadinha,afiadʒiɲa
afiado,afiadu
afiados,afiadus
afiar,afiaɾ
afiava,afiava
afilado,afiladu
afilados,afiladus
afilhado,afiʎadu
afina,afina
afinação,afinasɐ̃w
afinada,afinada
afinado,afinadu
afinados,afinadus
afinal,afinaw
afinar,afinaɾ
afins,afĩs
afiou,afio
afirma,afiɾma
afirmação,afiɾmasɐ̃w
afirmações,afiɾmasõjs
afirmam,afiɾmɐ̃w
afirmamos,afiɾmɐmus
afirmando,afiɾmɐ̃du
afirmar,afiɾmaɾ
afirmaram,afiɾmaɾɐ̃w
afirmasse,afiɾmasi
afirmativa,afiɾmatʃiva
afirmativamente,afiɾmatʃivamẽtʃi
afirmativas,afiɾmatʃivas
afirmativo,afiɾmatʃivu
afirmava,afiɾmava
afirmei,afiɾmej
afirmo,afiɾmu
afirmou,afiɾmo
afixadas,afikisadas
afixe,afikisi
afixo,afikisu
aflição,aflisɐ̃w
afligem,afliʒẽ
afligia,afliʒia
afligiu,afliʒiw
aflita,aflita
aflitas,aflitas
aflitíssima,aflitʃisima
aflitíssimo,aflitʃisimu
aflito,aflitu
aflitos,aflitus
afluente,afluẽtʃi
afluentes,afluẽtʃis
afluir,afluiɾ
afluiu,afluiw
afobada,afobada
afobadamente,afobadamẽtʃi
afobado,afobadu
afobarem,afobaɾẽ
afobou,afobo
afofado,afofadu
afofamos,afofɐmus
afofar,afofaɾ
afoga,afɔga
afogada,afogada
afogado,afogadu
afogados,afogadus
afogam,afɔgɐ̃w
afogamento,afogamẽtu
afogando,afogɐ̃du
afogar,afogaɾ
afogariam,afogaɾiɐ̃w
afogavam,afogavɐ̃w
afogo,afogu
afogou,afogo
afogue,afɔgi
afoito,afojtu
afonso,afõsu
afora,afɔɾa
áfrica,afɾika
africana,afɾikɐna
africanas,afɾikɐnas
africanismos,afɾikanizmus
africano,afɾikɐnu
africanos,afɾikɐnus
afronta,afɾõta
afrontado,afɾõtadu
afta,afita
afugenta,afuʒẽta
afugentá-lo,afuʒẽtalu
afugentar,afuʒẽtaɾ
afugentaram,afuʒẽtaɾɐ̃w
afunda,afũda
afundada,afũdada
afundado,afũdadu
afundados,afũdadus
afundam,afũdɐ̃w
afundando,afũdɐ̃du
afundar,afũdaɾ
afundarem,afũdaɾẽ
afundasse,afũdasi
afundava,afũdava
afundei,afũdej
afundou,afũdo
agachadas,agaʃadas
agachado,agaʃadu
agachar,agaʃaɾ
agachava,agaʃava
agachou,agaʃo
agalegada,agalegada
agapanto,agapɐ̃tu
agarra,agaha
agarrá-las,agahalas
agarrá-lo,agahalu
agarrada,agahada
agarrado,agahadu
agarrados,agahadus
agarram,agahɐ̃w
agarrando,agahɐ̃du
agarrar,agahaɾ
agarrara,agahaɾa
agarraram,agahaɾɐ̃w
agarrei,agahej
agarro,agahu
agarrou,agaho
agasalha,agazaʎa
agasalhada,agazaʎada
agasalhadas,agazaʎadas
agasalhado,agazaʎadu
agasalhados,agazaʎadus
agasalhar,agazaʎaɾ
agasalhinho,agazaʎiɲu
agasalho,agazaʎu
agasalhos,agazaʎus
agasalhou,agazaʎo
agave,agavi
age,aʒi
ágeis,aʒejs
agem,aʒẽ
agência,aʒẽsja
agenciar,aʒẽsiaɾ
agências,aʒẽsjas
agenda,aʒẽda
agenor,aʒenoɾ
agente,aʒẽtʃi
agentes,aʒẽtʃis
agia,aʒia
agiam,aʒiɐ̃w
agido,aʒidu
agiganta,aʒigɐ̃ta
ágil,aʒiw
agilidade,aʒilidadʒi
agílimo,aʒilimu
agilíssimo,aʒilisimu
agilizar,aʒilizaɾ
agilmente,aʒiwmẽtʃi
agimos,aʒimus
agindo,aʒĩdu
ágio,aʒju
agiota,aʒiɔta
agir,aʒiɾ
agiram,aʒiɾɐ̃w
agiria,aʒiɾia
agita,aʒita
agitação,aʒitasɐ̃w
agitações,aʒitasõjs
agitada,aʒitada
agitadas,aʒitadas
agitado,aʒitadu
agitados,aʒitadus
agitando,aʒitɐ̃du
agitar,aʒitaɾ
agitaram,aʒitaɾɐ̃w
agitas,aʒitas
agitasse,aʒitasi
agitava,aʒitava
agitavam,aʒitavɐ̃w
agite,aʒitʃi
agitou,aʒito
agiu,aʒiw
aglomera,aglomɛɾa
aglomeração,aglomeɾasɐ̃w
aglomerações,aglomeɾasõjs
aglomerado,aglomeɾadu
aglomerados,aglomeɾadus
aglomerando,aglomeɾɐ̃du
aglomerar,aglomeɾaɾ
aglomerava,aglomeɾava
aglomerou,aglomeɾo
agogô,agogo
agonia,agonia
agoniado,agoniadu
agoniza,agoniza
agonizante,agonizɐ̃tʃi
agonizar,agonizaɾ
agora,agɔɾa
agorinha,agɔɾiɲa
agostinho,agostʃiɲu
agosto,agostu
agouro,agoɾu
agrada,agɾada
agradabilíssimo,agɾadabilisimu
agradar,agɾadaɾ
agradaram,agɾadaɾɐ̃w
agradarem,agɾadaɾẽ
agradava,agɾadava
agradáveis,agɾadavejs
agradável,agɾadaviw
agradavelmente,agɾadavewmẽtʃi
agrade,agɾadʒi
agradeça,agɾadesa
agradece,agɾadɛsi
agradecemos,agɾadesemus
agradecendo,agɾadesẽdu
agradecer,agɾadeseɾ
agradeceram,agɾadeseɾɐ̃w
agradecesse,agɾadesesi
agradeceu,agɾadesew
agradecia,agɾadesia
agradecida,agɾadesida
agradecidas,agɾadesidas
agradecido,agɾadesidu
agradecidos,agɾadesidus
agradecimento,agɾadesimẽtu
agradecimentos,agɾadesimẽtus
agradeço,agɾadesu
agradem,agɾadẽ
agradinho,agɾadʒiɲu
agrado,agɾadu
agrados,agɾadus
agradou,agɾado
agrária,agɾaɾja
agravos,agɾavus
agravou,agɾavo
agredi-lo,agɾedʒilu
agredido,agɾedʒidu
agredir,agɾedʒiɾ
agregam,agɾɛgɐ̃w
agremiações,agɾemiasõjs
agressão,agɾesɐ̃w
agressivo,agɾesivu
agressivos,agɾesivus
agressor,agɾesoɾ
agreste,agɾɛstʃi
agrião,agɾiɐ̃w
agrícola,agɾikula
agrícolas,agɾikulas
agricultor,agɾikuwtoɾ
agricultores,agɾikuwtoɾis
agricultura,agɾikuwtuɾa
agridem,agɾidẽ
agronomia,agɾonomia
agrônomos,agɾonumus
agropastoril,agɾopastoɾiw
agropastoris,agɾopastoɾis
agropecuária,agɾopekuaɾja
agropecuárias,agɾopekuaɾjas
agropecuário,agɾopekuaɾju
agropecuários,agɾopekuaɾjus
agrotóxicos,agɾotɔkisikus
agrupa,agɾupa
agrupá-las,agɾupalas
agrupá-los,agɾupalus
agrupada,agɾupada
agrupadas,agɾupadas
agrupado,agɾupadu
agrupados,agɾupadus
agrupam,agɾupɐ̃w
agrupamento,agɾupamẽtu
agrupamentos,agɾupamẽtus
agrupamos,agɾupɐmus
agrupando,agɾupɐ̃du
agrupar,agɾupaɾ
agruparam,agɾupaɾɐ̃w
agrupe,agɾupi
agrupou,agɾupo
água,agwa
aguaçal,agwasaw
aguaceiro,agwaseɾu
aguada,agwada
aguado,agwadu
aguados,agwadus
aguão,agwɐ̃w
aguapé,agwapɛ
aguar,agwaɾ
aguarda,agwaɾda
aguardam,agwaɾdɐ̃w
aguardando,agwaɾdɐ̃du
aguardar,agwaɾdaɾ
aguardassem,agwaɾdasẽ
aguardava,agwaɾdava
aguardavam,agwaɾdavɐ̃w
aguarde,agwaɾdʒi
aguardem,agwaɾdẽ
aguardente,agwaɾdẽtʃi
aguardo,agwaɾdu
aguardou,agwaɾdo
águas,agwas
aguavam,agwavɐ̃w
aguçada,agusada
aguçado,agusadu
aguçar,agusaɾ
aguda,aguda
agudas,agudas
agudeza,agudeza
agudíssimos,agudʒisimus
agudo,agudu
agudos,agudus
aguei,agwej
aguenta,agwẽta
aguentado,agwẽtadu
aguentam,agwẽtɐ̃w
aguentamos,agwẽtɐmus
aguentando,agwẽtɐ̃du
aguentar,agwẽtaɾ
aguentaram,agwẽtaɾɐ̃w
aguentarão,agwẽtaɾɐ̃w
aguentaríamos,agwẽtaɾiamus
aguentava,agwẽtava
aguêntava,agwẽtava
aguentavam,agwẽtavɐ̃w
aguente,agwẽtʃi
aguentei,agwẽtej
aguento,agwẽtu
aguentou,agwẽto
agüentou,agwẽto
águia,agia
águias,agias
aguinaldo,aginawdu
aguinha,agwiɲa
agulha,aguʎa
agulhas,aguʎas
águo,agwu
ah,a
ai,aj
aí,ai
aia,aja
aias,ajas
ailton,aiwtõ
aílton,aiwtõ
aimará,ajmaɾa
aimberê,aĩbeɾe
aimorés,ajmoɾɛs
ainda,aĩda
aio,aju
aipim,ajpĩ
aipo,ajpu
aires,ajɾis
airtinho,aiɾtʃiɲu
airton,aiɾtõ
aírton,aiɾtõ
ais,ajs
aiuruoca,ajuɾuɔka
aja,aʒa
ajaezado,aʒaezadu
ajambrado,aʒɐ̃bɾadu
ajardinada,aʒaɾdʒinada
ajeita,aʒejta
ajeitam,aʒejtɐ̃w
ajeitando,aʒejtɐ̃du
ajeitar,aʒejtaɾ
ajeitaram,aʒejtaɾɐ̃w
ajeitasse,aʒejtasi
ajeitava,aʒejtava
ajeite,aʒejtʃi
ajeito,aʒejtu
ajeitou,aʒejto
ajoelha,aʒoeʎa
ajoelhada,aʒoeʎada
ajoelhado,aʒoeʎadu
ajoelhando,aʒoeʎɐ̃du
ajoelhar,aʒoeʎaɾ
ajoelharam,aʒoeʎaɾɐ̃w
ajoelhou,aʒoeʎo
ajuda,aʒuda
ajudá-la,aʒudala
ajudá-las,aʒudalas
ajudá-lo,aʒudalu
ajudá-los,aʒudalus
ajudada,aʒudada
ajudadas,aʒudadas
ajudado,aʒudadu
ajudam,aʒudɐ̃w
ajudamos,aʒudɐmus
ajudância,aʒudɐ̃sja
ajudando,aʒudɐ̃du
ajudante,aʒudɐ̃tʃi
ajudantes,aʒudɐ̃tʃis
ajudar,aʒudaɾ
ajudara,aʒudaɾa
ajudará,aʒudaɾa
ajudaram,aʒudaɾɐ̃w
ajudarão,aʒudaɾɐ̃w
ajudarei,aʒudaɾej
ajudarem,aʒudaɾẽ
ajudaria,aʒudaɾia
ajudariam,aʒudaɾiɐ̃w
ajudas,aʒudas
ajudava,aʒudava
ajudavam,aʒudavɐ̃w
ajude,aʒudʒi
ajudei,aʒudej
ajudem,aʒudẽ
ajudemos,aʒudemus
ajudo,aʒudu
ajudou,aʒudo
ajuizada,aʒujzada
ajuizado,aʒujzadu
ajuizados,aʒujzadus
ajunta,aʒũta
ajuntam,aʒũtɐ̃w
ajuntamento,aʒũtamẽtu
ajuntando,aʒũtɐ̃du
ajuntar,aʒũtaɾ
ajuntassem,aʒũtasẽ
ajuntava,aʒũtava
ajuntavam,aʒũtavɐ̃w
ajuntei,aʒũtej
ajuntou,aʒũto
ajusta,aʒusta
ajustam,aʒustɐ̃w
ajustar,aʒustaɾ
ajustaram,aʒustaɾɐ̃w
ajustava,aʒustava
ajuste,aʒustʃi
ajustou,aʒusto
akroá,akɾoa
ala,ala
alada,alada
aladim,aladʒĩ
aladino,aladʒinu
alagadas,alagadas
alagadiça,alagadʒisa
alagado,alagadu
alagados,alagadus
alagamento,alagamẽtu
alagoano,alagoɐnu
alagoas,alagɔas
alagoense,alagoẽsi
alaíde,alaidʒi
alambrado,alɐ̃bɾadu
alameda,alameda
alamedas,alamedas
álamo,alamu
alan,alɐ̃
alaranjada,alaɾɐ̃ʒada
alaranjadas,alaɾɐ̃ʒadas
alaranjado,alaɾɐ̃ʒadu
alaranjados,alaɾɐ̃ʒadus
alarga,alaɾga
alargando,alaɾgɐ̃du
alargaram,alaɾgaɾɐ̃w
alargava,alaɾgava
alargue,alaɾgi
alarma,alaɾma
alarmar,alaɾmaɾ
alarme,alaɾmi
alasca,alaska
alastra,alastɾa
alastrasse,alastɾasi
alastrava,alastɾava
alaúde,alaudʒi
alavanca,alavɐ̃ka
alavancas,alavɐ̃kas
alavras,alavɾas
alba,awba
albatroz,awbatɾɔs
albertina,awbeɾtʃina
alberto,awbɛɾtu
álbum,awbũ
álbuns,awbũs
albuquerque,awbukɛɾki
alça,awsa
alcaide,awkajdʒi
alcalina,awkalina
alcaloide,awkalɔjdʒi
alcan,awkɐ̃
alcança,awkɐ̃sa
alcançá-la,awkɐ̃sala
alcançá-las,awkɐ̃salas
alcançá-lo,awkɐ̃salu
alcançado,awkɐ̃sadu
alcançam,awkɐ̃sɐ̃w
alcançando,awkɐ̃sɐ̃du
alcançar,awkɐ̃saɾ
alcançará,awkɐ̃saɾa
alcançaram,awkɐ̃saɾɐ̃w
alcançaria,awkɐ̃saɾia
alcançava,awkɐ̃sava
alcançavam,awkɐ̃savɐ̃w
alcance,awkɐ̃si
alcanço,awkɐ̃su
alcançou,awkɐ̃so
alcântara,awkɐ̃taɾa
alcantiladas,awkɐ̃tʃiladas
alçapão,awsapɐ̃w
alçapões,awsapõjs
alçar,awsaɾ
alças,awsas
alcateia,awkatɛja
alcatra,awkatɾa
alcatrão,awkatɾɐ̃w
alcides,awsidʒis
alcobaça,awkobasa
álcoois,awkwujs
álcool,awkwuw
alcoólica,awkoɔlika
alcoólicas,awkoɔlikas
alcoolizado,awkoolizadu
alcoolizar,awkoolizaɾ
alcunha,awkuɲa
alcunhas,awkuɲas
alda,awda
aldeã,awdeɐ̃
aldeados,awdeadus
aldeães,awdeɐ̃js
aldeamentos,awdeamẽtus
aldeão,awdeɐ̃w
aldeãos,awdeɐ̃ws
aldeia,awdeja
aldeias,awdejas
aldeiazinha,awdejaziɲa
aldeões,awdeõjs
aldo,awdu
aldrin,awdɾĩ
alé,alɛ
alecrim,alekɾĩ
alegando,alegɐ̃du
alegava,alegava
alegoria,alegoɾia
alegórico,alegɔɾiku
alegra,alɛgɾa
alegram,alɛgɾɐ̃w
alegrando,alegɾɐ̃du
alegrar,alegɾaɾ
alegre,alɛgɾi
alegremente,alɛgɾimẽtʃi
alegrense,alegɾẽsi
alegrenses,alegɾẽsis
alegres,alɛgɾis
alegria,alegɾia
alegrias,alegɾias
alegrinho,alɛgɾiɲu
alegríssimo,alegɾisimu
alegrou,alegɾo
aleia,alɛja
aleijadinho,aleʒadʒiɲu
aleixo,aleʃu
aleluia,aleluja
além,alẽ
alemã,alemɐ̃
alemães,alemɐ̃js
alemãezinhos,alemɐ̃jziɲus
alemanha,alemɐɲa
alemão,alemɐ̃w
alemãs,alemɐ̃s
alencar,alẽkaɾ
alenquer,alẽkɛɾ
alergia,aleɾʒia
alergias,aleɾʒias
alérgica,alɛɾʒika
alérgicos,alɛɾʒikus
alerta,alɛɾta
alertadas,aleɾtadas
alertam,alɛɾtɐ̃w
alertar,aleɾtaɾ
alertas,alɛɾtas
alessandra,alesɐ̃dɾa
alex,alɛkis
alexandra,aleʃɐ̃dɾa
alexandre,aleʃɐ̃dɾi
alexandria,aleʃɐ̃dɾia
alfa,awfa
alfabética,awfabɛtʃika
alfabético,awfabɛtʃiku
alfabetizada,awfabetʃizada
alfabetizado,awfabetʃizadu
alfabetizar,awfabetʃizaɾ
alfabeto,awfabɛtu
alface,awfasi
alfaces,awfasis
alfafa,awfafa
alfaiate,awfajatʃi
alfaiates,awfajatʃis
alfazema,awfazema
alfenas,awfenas
alferes,awfɛɾis
alfinetada,awfinetada
alfinete,awfinetʃi
alfinetes,awfinetʃis
alfinetinhos,awfinetʃiɲus
alforria,awfohia
alforriado,awfohiadu
alforriados,awfohiadus
alfredo,awfɾedu
alga,awga
algarismo,awgaɾizmu
algarismos,awgaɾizmus
algarves,awgaɾvis
algas,awgas
algazarra,awgazaha
algema,awʒema
algemaram,awʒemaɾɐ̃w
algemas,awʒemas
algente,awʒẽtʃi
algibeira,awʒibeɾa
algo,awgu
algodão,awgodɐ̃w
algodãozinho,awgodɐ̃wziɲu
algodoal,awgodoaw
algodoeiro,awgodoeɾu
algonquino,awgõkinu
algoz,awgos
algozes,awgozis
alguém,awgẽ
algum,awgũ
alguma,awguma
algumas,awgumas
alguns,awgũs
alheia,aʎeja
alheias,aʎejas
alheio,aʎeju
alho,aʎu
alhos,aʎus
ali,ali
alí,ali
aliá,alia
aliada,aliada
aliado,aliadu
aliados,aliadus
aliança,aliɐ̃sa
aliando,aliɐ̃du
aliar,aliaɾ
aliás,alias
alicate,alikatʃi
alicates,alikatʃis
alice,alisi
alicerce,alisɛɾsi
alienação,alienasɐ̃w
alimenta,alimẽta
alimentá-lo,alimẽtalu
alimentá-los,alimẽtalus
alimentação,alimẽtasɐ̃w
alimentada,alimẽtada
alimentadas,alimẽtadas
alimentado,alimẽtadu
alimentados,alimẽtadus
alimentam,alimẽtɐ̃w
alimentando,alimẽtɐ̃du
alimentar,alimẽtaɾ
alimentaram,alimẽtaɾɐ̃w
alimentarem,alimẽtaɾẽ
alimentares,alimẽtaɾis
alimentaria,alimẽtaɾia
alimentava,alimẽtava
alimentavam,alimẽtavɐ̃w
alimente,alimẽtʃi
alimentei,alimẽtej
alimentem,alimẽtẽ
alimentícia,alimẽtʃisja
alimentícias,alimẽtʃisjas
alimentícios,alimẽtʃisjus
alimento,alimẽtu
alimentos,alimẽtus
alimentou,alimẽto
aline,alini
alinha,aliɲa
alinhada,aliɲada
alinhado,aliɲadu
alinhados,aliɲadus
alinham,aliɲɐ̃w
alinhamento,aliɲamẽtu
alinhavo,aliɲavu
alinhou,aliɲo
aliou,alio
alípio,alipju
alisa,aliza
alisadinho,alizadʒiɲu
alisando,alizɐ̃du
alisar,alizaɾ
alisará,alizaɾa
alisaram,alizaɾɐ̃w
alisava,alizava
alisou,alizo
alivia,alivia
aliviada,aliviada
aliviado,aliviadu
aliviados,aliviadus
aliviando,aliviɐ̃du
aliviar,aliviaɾ
aliviava,aliviava
alívio,alivju
aliviou,alivio
alma,awma
almaço,awmasu
almanaque,awmanaki
almas,awmas
almeida,awmejda
almeira,awmeɾa
almeirão,awmeɾɐ̃w
almejada,awmeʒada
almejar,awmeʒaɾ
almenara,awmenaɾa
almir,awmiɾ
almirante,awmiɾɐ̃tʃi
almoça,awmɔsa
almocafre,awmokafɾi
almoçam,awmɔsɐ̃w
almoçando,awmosɐ̃du
almoçar,awmosaɾ
almoçarei,awmosaɾej
almoçarem,awmosaɾẽ
almoçaremos,awmosaɾemus
almoçava,awmosava
almocei,awmosej
almoço,awmosu
almoçou,awmoso
almofada,awmofada
almofadão,awmofadɐ̃w
almofadas,awmofadas
alô,alo
alojada,aloʒada
alojado,aloʒadu
alojam,alɔʒɐ̃w
alojamento,aloʒamẽtu
alojamentos,aloʒamẽtus
alojando,aloʒɐ̃du
alojar,aloʒaɾ
alojavam,aloʒavɐ̃w
alonga,alõga
alongada,alõgada
alongadas,alõgadas
alongado,alõgadu
alongar,alõgaɾ
alongava,alõgava
alongavam,alõgavɐ̃w
alôs,alos
alpargatas,awpaɾgatas
alpendre,awpẽdɾi
alpercatas,awpeɾkatas
alpes,awpis
alpestre,awpɛstɾi
alpinista,awpinista
alpinistas,awpinistas
alpinópolis,awpinɔpulis
alpiste,awpistʃi
alquebrado,awkebɾadu
alqueire,awkeɾi
alquimia,awkimia
alquimista,awkimista
alta,awta
altaneiro,awtaneɾu
altar,awtaɾ
altares,awtaɾis
altas,awtas
altera,awtɛɾa
alterá-lo,awteɾalu
alteração,awteɾasɐ̃w
alterações,awteɾasõjs
alterada,awteɾada
alteradas,awteɾadas
alterado,awteɾadu
alterados,awteɾadus
alteram,awtɛɾɐ̃w
alterando,awteɾɐ̃du
alterar,awteɾaɾ
altere,awtɛɾi
alternadamente,awteɾnadamẽtʃi
alternados,awteɾnadus
alternam,awtɛɾnɐ̃w
alternando,awteɾnɐ̃du
alternar,awteɾnaɾ
alternativa,awteɾnatʃiva
alternativas,awteɾnatʃivas
alterosa,awteɾɔza
alterosas,awteɾɔzas
alterou,awteɾo
alteza,awteza
altezas,awtezas
altímetros,awtʃimitɾus
altíssima,awtʃisima
altíssimas,awtʃisimas
altíssimo,awtʃisimu
altitude,awtʃitudʒi
altitudes,awtʃitudʒis
altivez,awtʃives
altivo,awtʃivu
alto,awtu
alto-falante,awtufalɐ̃tʃi
alto-mar,awtumaɾ
altos,awtus
altura,awtuɾa
alturas,awtuɾas
alucinação,alusinasɐ̃w
alucinado,alusinadu
aluga,aluga
alugada,alugada
alugado,alugadu
alugados,alugadus
alugam,alugɐ̃w
alugar,alugaɾ
alugou,alugo
alugue,alugi
aluguéis,alugɛjs
aluguel,alugɛw
alumia,alumia
alumiar,alumiaɾ
aluminas,aluminas
alumínio,aluminju
aluminização,aluminizasɐ̃w
aluna,aluna
alunas,alunas
alunissagem,alunisaʒẽ
aluno,alunu
alunos,alunus
alusões,aluzõjs
aluvião,aluviɐ̃w
aluviões,aluviõjs
alva,awva
alvaiade,awvajadʒi
alvarenga,awvaɾẽga
alvarenta,awvaɾẽta
alvares,awvaɾis
álvares,awvaɾis
álvaro,awvaɾu
alvejar,awveʒaɾ
alvejou,awveʒo
alvenaria,awvenaɾia
alvéolos,awvɛulus
alves,awvis
alvinha,awviɲa
alvinho,awviɲu
alvíssima,awvisima
alvíssimo,awvisimu
alvo,awvu
alvoraça,awvoɾasa
alvoraçar,awvoɾasaɾ
alvorada,awvoɾada
alvorecer,awvoɾeseɾ
alvoroça,awvoɾɔsa
alvoroçada,awvoɾosada
alvoroçadas,awvoɾosadas
alvoroçados,awvoɾosadus
alvoroçar,awvoɾosaɾ
alvoroço,awvoɾosu
alvoroçou,awvoɾoso
alvos,awvus
alvura,awvuɾa
alzira,awziɾa
ama,ɐma
amá-la,amala
amá-las,amalas
amá-los,amalus
amabilidade,amabilidadʒi
amabilidades,amabilidadʒis
amabilíssimo,amabilisimu
amaciar,amasiaɾ
amada,amada
amadas,amadas
amadeira,amadeɾa
amadeu,amadew
amado,amadu
amadores,amadoɾis
amados,amadus
amadurece,amaduɾɛsi
amadurecer,amaduɾeseɾ
amadureceram,amaduɾeseɾɐ̃w
amadureceu,amaduɾesew
amadurecidas,amaduɾesidas
âmago,ɐmagu
amai,amaj
amaldiçoar,amawdʒisoaɾ
amaldiçoava,amawdʒisoava
amaldiçoei,amawdʒisoej
amália,amalja
amalucado,amalukadu
amam,ɐmɐ̃w
amamentação,amamẽtasɐ̃w
amamentado,amamẽtadu
amamentar,amamẽtaɾ
amamos,amɐmus
amância,amɐ̃sja
amanda,amɐ̃da
amando,amɐ̃du
amanhã,amɐɲɐ̃
amanhece,amɐɲɛsi
amanhecendo,amɐɲesẽdu
amanhecer,amɐɲeseɾ
amanheceram,amɐɲeseɾɐ̃w
amanheceu,amɐɲesew
amanhecia,amɐɲesia
amansa,amɐ̃sa
amansar,amɐ̃saɾ
amante,amɐ̃tʃi
amapá,amapa
amapaense,amapaẽsi
amar,amaɾ
amara,amaɾa
amará,amaɾa
amaral,amaɾaw
amaram,amaɾɐ̃w
amarão,amaɾɐ̃w
amarás,amaɾas
amarei,amaɾej
amareis,amaɾejs
amarela,amaɾɛla
amarelada,amaɾelada
amareladas,amaɾeladas
amarelado,amaɾeladu
amarelados,amaɾeladus
amarelando,amaɾelɐ̃du
amarelão,amaɾelɐ̃w
amarelas,amaɾɛlas
amarelecer,amaɾeleseɾ
amarelinha,amaɾɛliɲa
amarelinhas,amaɾɛliɲas
amarelinho,amaɾɛliɲu
amarelinhos,amaɾɛliɲus
amarelo,amaɾɛlu
amarelos,amaɾɛlus
amarelosa,amaɾelɔza
amaremos,amaɾemus
amarga,amaɾga
amargo,amaɾgu
amargor,amaɾgoɾ
amarguíssimo,amaɾgisimu
amargura,amaɾguɾa
amarguras,amaɾguɾas
amaríssimo,amaɾisimu
amaro,amaɾu
amarra,amaha
amarrá-la,amahala
amarrá-las,amahalas
amarrá-lo,amahalu
amarrada,amahada
amarradas,amahadas
amarradinha,amahadʒiɲa
amarradinho,amahadʒiɲu
amarrado,amahadu
amarrados,amahadus
amarrando,amahɐ̃du
amarrar,amahaɾ
amarrara,amahaɾa
amarraram,amahaɾɐ̃w
amarrava,amahava
amarravam,amahavɐ̃w
amarre,amahi
amarrei,amahej
amarrota,amahɔta
amarrotada,amahotada
amarrotaram,amahotaɾɐ̃w
amarrou,amaho
amas,ɐmas
amassa,amasa
amassada,amasada
amassadinho,amasadʒiɲu
amassado,amasadu
amassados,amasadus
amassando,amasɐ̃du
amassar,amasaɾ
amassaram,amasaɾɐ̃w
amassavam,amasavɐ̃w
amasse,amasi
amasso,amasu
amassou,amaso
amaste,amastʃi
amauri,amawɾi
amava,amava
amavam,amavɐ̃w
amávamos,amavamus
amáveis,amavejs
amável,amaviw
amavelmente,amavewmẽtʃi
amazona,amazona
amazonas,amazonas
amazonense,amazonẽsi
amazônia,amazonja
amazônica,amazonika
amazônico,amazoniku
amazônicos,amazonikus
âmbar,ɐ̃baɾ
ambas,ɐ̃bas
ambição,ɐ̃bisɐ̃w
ambiciosa,ɐ̃bisiɔza
ambicioso,ɐ̃bisiozu
ambiciosos,ɐ̃bisiɔzus
ambições,ɐ̃bisõjs
ambientais,ɐ̃biẽtajs
ambiental,ɐ̃biẽtaw
ambientando,ɐ̃biẽtɐ̃du
ambiente,ɐ̃biẽtʃi
ambientes,ɐ̃biẽtʃis
âmbito,ɐ̃bitu
ambos,ɐ̃bus
ambrósio,ɐ̃bɾɔzju
ambulância,ɐ̃bulɐ̃sja
ambulante,ɐ̃bulɐ̃tʃi
ambulantes,ɐ̃bulɐ̃tʃis
ame,ɐmi
ameaça,ameasa
ameaçada,ameasada
ameaçadas,ameasadas
ameaçador,ameasadoɾ
ameaçadora,ameasadoɾa
ameaçadores,ameasadoɾis
ameaçados,ameasadus
ameaçam,ameasɐ̃w
ameaçando,ameasɐ̃du
ameaçaram,ameasaɾɐ̃w
ameaças,ameasas
ameaçava,ameasava
ameaçavam,ameasavɐ̃w
ameaçou,ameaso
amebas,amɛbas
amebiana,amebiɐna
amedronta,amedɾõta
amedrontada,amedɾõtada
amedrontado,amedɾõtadu
amedrontador,amedɾõtadoɾ
amedrontadoras,amedɾõtadoɾas
amedrontados,amedɾõtadus
amedrontar,amedɾõtaɾ
amedrontava,amedɾõtava
amei,amej
ameixa,ameʃa
ameixas,ameʃas
amélia,amɛlja
amelinha,amɛliɲa
amem,ɐmẽ
amém,amẽ
amena,amena
amêndoa,amẽdwa
amendoeira,amẽdoeɾa
amendoeiras,amẽdoeɾas
amendoim,amẽdoĩ
amendoins,amẽdoĩs
amenizam,amenizɐ̃w
ameno,amenu
amenos,amenus
américa,amɛɾika
americana,ameɾikɐna
americanas,ameɾikɐnas
americano,ameɾikɐnu
americanos,ameɾikɐnus
américas,amɛɾikas
américo,amɛɾiku
amestrada,amestɾada
amestrado,amestɾadu
ametista,ametʃista
amianto,amiɐ̃tu
amicíssimo,amisisimu
amido,amidu
amiga,amiga
amigaço,amigasu
amigalhaço,amigaʎasu
amigalhão,amigaʎɐ̃w
amigão,amigɐ̃w
amigas,amigas
amigáveis,amigavejs
amigável,amigaviw
amigo,amigu
amigões,amigõjs
amigona,amigona
amigos,amigus
amigote,amigɔtʃi
amiguinha,amigiɲa
amiguinhas,amigiɲas
amiguinho,amigiɲu
amiguinhos,amigiɲus
amiguíssimo,amigisimu
amimada,amimada
aminhe,amiɲi
amistosamente,amistɔzamẽtʃi
amistoso,amistozu
amiúde,amiudʒi
amizade,amizadʒi
